"연번","미디어타입","제목","장소명","장소타입","장소설명","영업시간","브레이크타임","휴무일","주소","위도","경도","전화번호","최종작성일"
"11197","drama","우리들의 블루스","모슬포중앙시장","playground","차승원이 인사하러 다닌 전통 시장","매일 00시 - 24시 (가게별 상이)","정보없음","연중무휴","제주특별자치도 서귀포시 대정읍 영서중로13번길 9-8","33.2219344","126.2546171","064-794-2586","2022-11-18"
"11198","drama","우리들의 블루스","월대천","playground","신민아와 노윤서가 만나 대화한 돌다리","매일 00시 - 24시","정보없음","연중무휴","제주특별자치도 제주시 내도동 898","33.4929205","126.4361809","064-728-4891","2022-11-18"
"11199","drama","우리들의 블루스","말로","cafe","한지민과 김우빈, 정은혜가 식사한 레스토랑","목-화 11시 - 19시","정보없음","수요일","제주특별자치도 제주시 조천읍 남조로 1785-12","33.4274625","126.6721849","0507-1317-5197","2022-11-18"
"11200","drama","우리들의 블루스","신두리 해수욕장","playground","극중 이병헌(동석)과 신민아(선아)의 바다여행지","매일 00시 - 24시","정보없음","연중무휴","충청남도 태안군 원북면 신두해변길 201-54","36.845289","126.196708","041-670-2114","2022-11-18"
"11201","drama","우리집 여자들","HW컨벤션센터","playground","17회에서 차성주(김병세)와 김진숙(나영희)은  이 장소 그랜드볼룸에서 결혼식을 올린다.","화-금 10시 - 19시, 주말 09시 - 19시","정보없음","월요일","서울특별시 종로구 자하문로 255","37.597064","126.96244","02-396-7000","2022-11-25"
"11202","drama","우리집에 사는 남자","퍼들하우스","restaurant","7회에서는 기간 한정 데이트로 홍나리(수애)가 고난길(김영광)을 이 곳에 데려왔다.","화-일 10시 30분 - 20시","정보없음","월요일","경기도 광주시 초월읍 경충대로 1337-74","37.39316","127.27887","0507-1434-0757","2022-11-25"
"11203","drama","우리집에 사는 남자","양평 두물머리","playground","16회 마지막 장면에서 홍나리(수애)와 고난길(김영광)이 손을 잡고 걸어간다","매일 00시 - 24시","정보없음","연중무휴","경기도 양평군 양서면 양수리","37.532869","127.31599","031-775-8700","2022-11-25"
"11204","drama","우리집에 사는 남자","용천상회","playground","이 카페는 홍나리(수애)가 중요한 정보를 얻는 동네 할머니 집으로 등장한다.","정보없음","정보없음","정보없음","경기도 양평군 옥천면 용천로 146","37.535568","127.48954",,"2022-11-25"
"11205","drama","우리집에 사는 남자","서대문형무소역사관","playground","5회 회상 장면에서는 고난길(김영광)이 이곳에 수감되어 있었다","11-2월 화-일 09시 30분 - 17시, 3-10월 화-일 09시 30분 - 18시","정보없음","월요일","서울특별시 서대문구 통일로 251","37.574692","126.95649","02-360-8590","2022-11-25"
"11206","drama","우아한 가","청아공원기독교전용관","playground","2회에서 허윤도(이장우)와 함께 돌아가신 어머니를 추모하기 위해 찾아오다 건물밖으로 나오다가 체포된다.","매일 08시 - 18시","정보없음","연중무휴","경기도 고양시 일산동구 은마길 129","37.719031","126.80572","031-977-9911","2022-11-25"
"11207","drama","우아한 가","양평 두물머리","playground","16회에서 이 공원에 안장된 동생 모완수(이규한)에게 마지막 조의를 표한다.","매일 00시 - 24시","정보없음","연중무휴","경기도 양평군 양서면 양수리","37.532869","127.31599","031-775-8700","2022-11-25"
"11208","drama","우아한 가","로케이션 이음 (구 로얄퀘스트)","playground","5화에서 모석희(임수향) 할아버지 모왕표(전국환)의 사무실로 등장한다.","매일 00시 - 24시 (예약 필수)","정보없음","연중무휴","경기도 파주시 탄현면 새오리로286번길 48-70","37.713531","126.74641","031-944-3249","2022-11-25"
"11209","drama","우아한 가","아셈타워","playground","이 타워는 2화에서 MC 그룹의 본부로 나온다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강남구 영동대로 517","37.513147","127.05974","02-6000-0114","2022-11-25"
"11210","drama","우아한 가","재화스퀘어","playground","이정인(한지민)은 14회에서 이 건물의 식당에서 권기석(김준한)의 아버지인 권영국(김창완)을 만난다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 마포구 독막로 311","37.543978","126.94742","02-3153-8114","2022-11-25"
"11211","drama","우아한 가","경의선광장","playground","4회에서 모석희(임수향)와 허윤도(이장우)는 이 광장을 따라 밤산책을 한다","매일 00시 - 24시","정보없음","연중무휴","서울특별시 마포구 백범로28길 17","37.544913","126.94684","02-3153-6740","2022-11-25"
"11212","drama","우아한 가","게스트하우스 파자마파티","stay","3회에서 허윤도(이장우 분)는 모석희(임수향 분)의 마약 사건에 대해 묻기 위해 이 게스트하우스를 찾는다.","매일 입실 14시, 퇴실 11시","정보없음","연중무휴","서울특별시 마포구 성미산로 157-6","37.5649","126.92368","070-4125-1576","2022-11-25"
"11213","drama","우아한 가","몽마르뜨언덕위 은하수다방","cafe","1회에서 허윤도(이장우)를 만나 함께 일하자고 제안한다.","매일 12시 - 23시","정보없음","연중무휴","서울특별시 마포구 토정로 33-1","37.54572","126.91467","02-6408-0248","2022-11-25"
"11214","drama","우아한 가","난지한강공원","playground","이 공원에서 어린 허윤도(이장우)가 목숨을 끊고자 하지만 그의 (지금) 계부 허장수에게 구해진다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 마포구 한강난지로 162","37.564486","126.87945","02-3780-0611","2022-11-25"
"11215","drama","우아한 가","서대문형무소역사관","playground","16회에서 한제국(배종옥)은 이 감옥에서 시간을 보냈다.","11-2월 화-일 09시 30분 - 17시, 3-10월 화-일 09시 30분 - 18시","정보없음","월요일","서울특별시 서대문구 통일로 251","37.574692","126.95649","02-360-8590","2022-11-25"
"11216","drama","우아한 가","세빛섬","playground","허윤도(이장우)는 모석희( 임수향)은 6회에서 이 커플에게 좌절감을 토로할 수 있도록 예빛 사옥 바로 앞에 주차했다","매일 00시 - 24시","정보없음","연중무휴","서울특별시 서초구 올림픽대로 683","37.512019","126.9953","1566-3433","2022-11-25"
"11217","drama","우아한 가","소월로 계단 3번","playground","이 계단에서 어린 모석희는 한제국(배종옥)에게 한제국(배종옥)에게 할아버지와 함께 한국에 머물게 해달라고 간청한다","매일 00시 - 24시","정보없음","연중무휴","서울특별시 용산구 소월로 168","37.547514","126.98424","02-2199-6114","2022-11-25"
"11218","drama","우아한 가","더리버","playground","MC그룹 하영서(문희경)가 1회에서 연인과 함께 밤에 찾아와 영상으로 협박 계획을 알게 되는 곳은 바로 이 장소 옆 요트다.","매일 12시 - 21시","정보없음","연중무휴","서울특별시 용산구 용산동6가 451","37.507108","126.98472","02-595-7148","2022-11-25"
"11219","drama","우아한 가","동작대교","playground","2회 회상장면에서 한제국(배종옥) 탑 대표는 본 TOP의 첫 번째 미션을 회고적으로 마치고 이 다리를 운전해 건넜다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 용산구 이촌동 동작대교","37.51041","126.981893","02-2199-8580","2022-11-25"
"11220","drama","우아한 가","운경재단","playground","4회에서 '우유마녀'라는 이름으로 알려진 사채업자가 살고 있는 이곳에 모석희(임수향)가 허윤도와 함께 돈을 빌리러 온다.","매일 09시 30분 - 17시 30분","정보없음","주말","서울특별시 종로구 인왕산로 7","37.575038","126.96676","02-737-1777","2022-11-25"
"11221","drama","우아한 가","스테이트 타워 남산","playground","5화에서 모왕표 회장(전국환 분)이 한제국(배종옥 분)에게 MC그룹에 합류해달라고 부탁한 방이다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 중구 퇴계로 100","37.560342","126.98297","02-6020-5500","2022-11-25"
"11222","drama","우아한 가","장흥교도소 세트장","playground","3화에서 모석희(임수향)는 여기에 갇혔다","매일 00시 - 24시","정보없음","연중무휴","전라남도 장흥군 장흥읍 원도리 191","34.686804","126.91329","061-860-8321","2022-11-25"
"11223","drama","우웅우웅","성미산로29길","playground","10회 마지막 회에서 문선아(정여원)와 우대우(김정윤)가 집 밖(이 다른 집 옆)에서 화해한다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 마포구 성미산로29길 3","37.564235","126.92285","02-3153-8114","2022-11-25"
"11224","artist","우주소녀","봉포 해변","playground","배틀트립 147회 다영&보나가 간 해변","매일 00시 - 24시","정보없음","연중무휴","강원도 고성군 토성면","38.252815","128.566172","033-680-3356","2022-11-18"
"11225","artist","우주소녀","화진포 둘레길","playground","배틀트립 147회 다영&보나의 자전거 둘레길","매일 00시 - 24시","정보없음","연중무휴","강원도 고성군 현내면 화진포길 412","38.481477","128.435677",,"2022-11-18"
"11226","artist","우주소녀","셀프하우스","restaurant","원픽로드 7회 엑시가 다녀간 떡볶이집","월-토 10시 - 21시","정보없음","일요일","서울특별시 강동구 올림픽로 572 코오롱2차아파트상가 107호","37.53235","127.121527","02-476-7063","2022-11-18"
"11227","artist","우주소녀","애플하우스","restaurant","원픽로드 7회 엑시가 추천한 떡볶이집","매일 10시 30분 - 21시","정보없음","연중무휴","서울특별시 동작구 동작대로27다길 29 2층","37.486251","126.980647","02-595-1629","2022-11-18"
"11228","artist","우주소녀","유자유김치떡볶이 신촌점","restaurant","원픽로드 7화 엑시가 다녀간 김치떡볶이 맛집","매일 11시 - (익일) 02시 10분","정보없음","연중무휴","서울특별시 서대문구 연세로11길 22","37.558926","126.93516","02-332-9301","2022-11-18"
"11229","artist","우주소녀","골목떡볶이","restaurant","원픽로드 7화 엑시가 다녀간 떡볶이 맛집","평일 15시 - 21시, 주말 13시 - 21시","정보없음","연중무휴","서울특별시 송파구 문정로1길 33","37.4890197","127.123457","02-3402-3452","2022-11-18"
"11230","artist","우주소녀","잠실한강공원","playground","원픽로드 7화 엑시와 희현이 만난 한강공원","매일 00시 - 24시","정보없음","연중무휴","서울특별시 송파구 잠실2동 한가람로 65","37.517941","127.081914","02-3780-0511","2022-11-18"
"11231","artist","우주소녀","타스카페","cafe","원픽로드 7회 엑시가 다녀간 카페","월-화 12시 - 21시, 수-일 12시 - 22시","정보없음","연중무휴","서울특별시 종로구 동숭길 117","37.583152","127.00345","02-776-9953","2022-11-18"
"11232","artist","우주소녀","달빛공원","playground","우주소녀 꿈꾸는 마음으로 뮤직비디오 촬영지","매일 00시 - 24시","정보없음","연중무휴","인천광역시 연수구 송도동 1","37.402776","126.649342","032-721-4417","2022-11-18"
"11233","artist","우주소녀","경암동 철길마을","playground","배틀트립 73회 성소&은서가 간 철길 마을","매일 00시 - 24시","정보없음","연중무휴","전라북도 군산시 경촌4길 14","35.981291","126.737028","063-454-7556","2022-11-18"
"11234","artist","우주소녀","신흥동 일본식 가옥(히로쓰 가옥)","playground","배틀트립 73회 성소&은서가 간 일본식 가옥","화-일 10시 - 17시","정보없음","월요일","전라북도 군산시 구영 1길 17","35.986174","126.706074","063-454-3315","2022-11-18"
"11235","artist","우주소녀","여미랑","stay","배틀트립 73회 성소&은서가 간 체험 공간","매일 입실 14시, 퇴실 11시","정보없음","연중무휴","전라북도 군산시 구영 6길 13","35.98503","126.708292","063-442-1027","2022-11-18"
"11236","artist","우주소녀","은파호수공원","playground","배틀트립 73회 성소&은서가 밤에 간 호수 공원","매일 00시 - 24시","정보없음","연중무휴","전라북도 군산시 나운동 1223-4","35.94524","126.705206","063-454-4896","2022-11-18"
"11237","artist","우주소녀","동국사","playground","배틀트립 73회 성소&은서가 간 일본식 사찰","매일 00시 - 24시","정보없음","연중무휴","전라북도 군산시 동국사길 16","35.982904","126.707463","063-462-5366","2022-11-18"
